SnapId,2080020,2080021,2080022,2080023,2080024,2080025,2080026,2080027,2080028,2080029,2080030,2080031,2080032,2080033,2080034,2080040,2080041,2080042,2080043,2080044,2080045,2080046,2080047,2080048,2080049,2080050,2080051,2080052,2080053,2080054,2080055,2080056,2080057,2080058,2080059,2080060,2080061,2080062,2080063,2080064,2080065,LoadScore,LoadLevel,PerfScore,PerfLevel
11046,9104.7,281.9,0,0,5,2.1,7.5,4.3,.1,.2,.1,5.4,.1,1,0,0,0,0,0,0,0,15,0,9,107.4,100,100,97.72,98.35,99.99,76.88,95.25,12.28,35.23,2.27,null,69.55,0,4.59,22.73,0,51,C,86,B
11047,857.1,219.6,0,0,2.3,1.4,6.6,3.5,0,.1,.1,3.8,.1,1,0,0,0,0,0,0,0,0,0,9,103.1,100,100,99.1,99.53,99.96,88.75,97.05,11.09,45.08,0,null,89.04,0,7.51,28.57,0,43,D,93,A
11048,862.1,219.7,0,0,2.3,1.4,6.5,3.4,0,.1,.1,3.7,.1,null,0,0,0,0,0,0,0,0,0,11,88.9,100,100,99.43,99.66,99.97,98.21,97.7,10.23,45.11,0,null,88.98,0,7.58,30.77,0,41,D,91,A
11049,763.3,218.9,0,0,2.3,1.4,6.7,3.5,0,.1,.1,3.7,.1,1,0,0,0,0,0,0,0,0,0,10,95.4,100,100,99.78,99.89,99.98,57.75,98.29,11.74,45.2,0,null,89.37,0,7.3,38.46,0,43,D,93,A
11050,783.7,219.9,0,0,8.3,1.7,7.9,4,0,.2,.1,4.3,.1,1,0,0,0,0,0,0,0,15,1,12,102.6,100,100,99.96,99.98,99.98,70.97,98.34,11.76,45.07,0,null,89.04,0,6.78,23.81,0,45,D,85,B
11051,788.9,219.2,0,0,4.8,1.6,7.4,3.7,0,.2,.1,4.1,.1,1,0,0,0,0,0,0,0,20,0,12,111.4,100,100,99.95,99.97,99.97,69.12,98.13,13.88,45.3,0,null,89.5,0,7.76,40,0,43,D,85,B
11052,796.7,219.1,0,0,2.5,1.4,6.8,3.5,0,.1,.1,3.7,.1,1,0,0,0,0,0,0,0,6,0,10,110.9,100,100,99.98,99.99,99.98,65.08,98.3,13.55,45.24,0,null,89.44,0,7.29,27.27,0,43,D,90,B
11053,746.8,219,0,0,4.8,1.5,7.4,3.8,0,.2,.1,4.1,.1,1,0,0,0,0,0,0,0,14,0,11,111.3,100,100,99.98,99.99,99.98,83.61,97.98,13.7,45.4,0,null,89.52,0,7.82,28.57,0,43,D,85,B
11054,786.9,219.5,0,0,2.5,1.4,6.9,3.5,0,.1,.1,3.7,.1,1,0,0,0,0,0,0,0,11,0,8,115.6,100,100,99.98,99.99,99.97,72.73,98.04,14.1,45.23,0,null,89.35,0,7.19,21.05,0,43,D,87,B
11055,808.8,222.1,0,0,5.5,1.6,8.2,4,0,.2,.1,4.3,.1,1,0,0,0,0,0,0,0,3,0,10,108.3,100,100,99.98,99.99,99.98,56.92,98.56,12.36,44.8,0,null,88.6,57.1,6.93,30.77,0,45,D,89,B
11056,833.8,226.1,0,0,4.5,1.4,7.9,3.7,0,.1,.1,3.9,.1,1,0,0,0,0,0,0,0,1,0,9,108.4,100,100,99.98,99.99,99.97,65.67,98.25,13.17,44.33,0,null,87.52,57.15,6.82,18.75,0,43,D,92,A
11057,797.2,221.6,0,0,5.4,1.6,7.7,3.8,0,.2,.1,4.2,.1,1,0,0,0,0,0,0,0,1,0,9,109.8,100,100,99.98,99.99,99.96,67.8,98.43,13.03,44.94,0,null,88.68,57.15,6.57,20,0,45,D,92,A
11058,798.3,221.6,0,0,4,1.5,7.6,3.8,0,.2,.1,4,.1,1,0,0,0,0,0,0,0,4,0,9,101.5,100,100,99.95,99.98,99.98,66.1,98.45,12.4,44.95,0,null,88.71,57.15,7.58,23.53,0,43,D,89,B
11059,827.1,242.1,0,0,10,1.5,9,3.9,0,.1,.1,4.3,.1,1,0,0,0,0,0,0,0,0,0,10,86.5,100,100,99.64,99.87,99.98,69.01,98.22,9.54,42.05,0,null,83.1,46.66,6.99,20,0,45,D,92,A
