SnapId,2080020,2080021,2080022,2080023,2080024,2080025,2080026,2080027,2080028,2080029,2080030,2080031,2080032,2080033,2080034,2080040,2080041,2080042,2080043,2080044,2080045,2080046,2080047,2080048,2080049,2080050,2080051,2080052,2080053,2080054,2080055,2080056,2080057,2080058,2080059,2080060,2080061,2080062,2080063,2080064,2080065,LoadScore,LoadLevel,PerfScore,PerfLevel
199,2357.9,23.3,0,0,4.3,1.2,1.4,1.5,.1,.1,0,2.7,0,1,0,0,0,0,0,0,0,0,20,14,93.7,100,100,93.11,93.77,99.99,86.11,93.32,28.42,34.83,0,null,25.69,100,3.48,0,0,41,D,86,B
200,435.2,4.9,0,0,1.7,.9,.5,.8,0,.1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,14,105.7,99.99,100,97.01,97.9,100,100,97.92,44.95,22.71,100,null,9.1,100,2.75,0,0,35,D,91,A
201,394.3,4.7,0,0,8.1,1.2,1.6,1.1,0,.1,0,1.7,0,null,0,0,0,0,0,0,0,0,21,12,98,99.99,100,98.45,98.24,99.99,88.89,93.52,27.9,23.89,100,null,9.77,0,3.61,100,0,37,D,85,B
202,360.7,4.2,0,0,1.7,.9,.5,.6,0,.1,0,1,0,null,0,0,0,0,0,0,0,0,0,14,105.6,100,100,98.73,98.79,100,76.92,96.77,46.83,26.44,0,null,10.6,0,2.54,0,0,33,D,91,A
203,371.8,4.1,0,0,4.2,1,1.5,1,0,.1,0,1.6,0,null,0,0,0,0,0,0,0,0,25,12,95,100,100,99.97,99.97,99.99,128.57,98,28.95,27.58,0,null,11.16,0,3.74,0,0,35,D,87,B
204,374.9,4,0,0,1.7,.9,.5,.6,0,.1,0,.9,0,null,0,0,0,0,0,0,0,0,0,13,104.7,100,100,99.94,99.95,100,200,99.33,47.51,27.65,0,null,11.19,0,2.66,100,0,33,D,92,A
205,389.5,5.3,0,0,4.2,1,1.4,1,0,.1,0,1.6,0,null,0,0,0,0,0,0,0,0,23,15,95.4,100,100,99.97,99.97,100,64.29,98.09,28.02,21.19,0,null,14.63,0,4.51,0,0,35,D,87,B
206,383.1,4,0,0,1.7,.9,.5,.6,0,.1,0,.9,0,null,0,0,0,0,0,0,0,0,0,14,105.2,100,100,99.94,99.95,99.99,55.56,98.41,47.77,27.72,0,null,11.33,0,3.63,0,0,33,D,92,A
207,389.7,4.2,0,0,4.2,1,1.4,1.1,0,.1,0,1.6,0,null,0,0,0,0,0,0,0,0,23,13,96.7,99.99,100,99.94,99.95,99.99,35.71,98.95,28.67,26.72,0,null,10.92,100,3.96,100,0,35,D,85,B
208,403.3,4.1,0,0,1.7,.9,.5,.6,0,.1,0,1,0,null,0,0,0,0,0,0,0,0,0,14,106.6,100,100,99.94,99.95,99.99,66.67,99.36,47.51,27.32,0,null,11.39,0,6.53,0,0,33,D,92,A
