,SnapId,2080020,2080021,2080022,2080023,2080024,2080025,2080026,2080027,2080028,2080029,2080030,2080031,2080032,2080033,2080034,2080040,2080041,2080042,2080043,2080044,2080045,2080046,2080047,2080048,2080049,2080050,2080051,2080052,2080053,2080054,2080055,2080056,2080057,2080058,2080059,2080060,2080061,2080062,2080063,2080064,2080065,LoadScore,LoadLevel,PerfScore,PerfLevel
0,9485,588.4,250.2,0,0,2.1,1.1,5.2,2.0,0.0,0.1,0.1,2.3,0.8,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,12,106.5,99.99,100.0,97.75,98.37,99.98,49.23,97.7,10.47,13.51,96.3,0.0,81.05,96.3,5.2,0.0,0,43,D,84,B
1,9486,582.8,256.7,0,0,4.3,1.2,4.4,2.0,0.0,0.1,0.1,2.5,0.6,1.0676984126984126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,13,103.6,100.0,100.0,98.21,98.6,99.93,78.13,94.85,9.62,6.58,0.0,0.0,85.56,95.35,4.49,0.0,0,38,D,88,B
2,9487,570.4,216.1,0,0,1.9,1.1,4.9,1.9,0.0,0.1,0.1,2.1,0.8,1.0676984126984126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,107.9,99.99,100.0,97.99,98.61,100.0,64.44,97.67,11.65,7.82,96.55,0.0,78.18,96.55,4.37,0.0,0,38,D,90,B
3,9488,542.7,273.2,0,0,1.9,1.1,3.7,1.6,0.0,0.1,0.1,1.9,0.6,1.0676984126984126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,104.7,100.0,100.0,98.5,99.15,99.86,88.24,97.66,10.96,6.19,96.67,0.0,86.59,96.67,4.27,0.0,0,38,D,90,A
4,9489,583.0,251.3,0,0,3.8,1.2,5.6,2.3,0.0,0.1,0.1,2.6,0.8,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,14,104.8,99.99,100.0,99.49,99.71,99.96,50.0,98.32,9.77,6.73,0.0,0.0,80.68,98.08,4.68,0.0,0,43,D,86,B
5,9490,648.5,240.8,0,0,2.6,1.2,4.2,1.7,0.0,0.1,0.1,2.2,0.7,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,104.9,100.0,100.0,96.03,97.44,99.85,75.61,95.39,10.4,7.03,92.86,0.0,84.26,92.86,10.86,0.0,0,41,D,89,B
6,9491,918.0,235.6,0,0,10.0,2.1,7.8,2.8,0.2,0.2,0.1,4.0,1.1,1.0676984126984126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,13,99.3,99.99,100.0,92.92,93.27,99.87,73.94,88.94,7.03,7.24,0.0,0.0,79.2,97.78,29.26,100.0,0,46,D,84,B
7,9492,3477.5,310.1,0,0,2.7,4.6,17.7,3.7,1.5,0.1,0.1,8.8,4.2,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,92.1,100.0,100.0,83.33,58.7,99.95,92.46,64.51,3.11,5.76,94.0,0.0,67.37,4.0,68.88,93.75,0,56,C,91,A
8,9493,12095.6,232.0,0,0,3.9,4.2,10.9,3.6,1.0,0.1,0.1,9.1,2.3,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,10,90.7,99.99,100.0,85.66,71.24,99.94,87.6,67.38,4.48,14.22,1.64,0.0,45.25,0.0,33.94,100.0,0,58,C,86,B
9,9494,569.0,9.0,0,0,2.6,1.1,1.0,1.0,0.0,0.1,0.0,1.4,0.0,1.0676984126984126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,15,110.9,100.0,100.0,96.94,98.17,100.0,104.84,91.11,20.22,33.65,0.0,0.0,10.71,0.0,2.8,0.0,0,35,D,92,A
10,9495,4053.4,957.8,0,0,4.5,3.2,19.9,6.4,3.5,0.2,0.1,15.8,1.7,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,6,89.1,100.0,100.0,82.18,45.69,100.0,84.41,64.21,3.64,21.51,69.23,0.0,77.28,71.79,78.73,100.0,0,63,C,85,B
11,9496,612.1,245.4,0,0,1.9,1.1,4.4,1.8,0.0,0.1,0.1,2.1,0.7,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,109.6,99.99,100.0,99.5,99.77,100.0,60.98,98.12,10.96,6.89,92.98,0.0,82.64,96.49,5.32,0.0,0,40,D,90,A
12,9497,575.0,244.5,0,0,4.5,1.3,5.4,2.3,0.0,0.1,0.1,2.7,0.7,1.0676984126984126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,13,104.3,99.99,100.0,99.64,99.79,100.0,46.81,98.51,9.49,6.92,0.0,0.0,82.97,95.08,5.66,0.0,0,41,D,86,B
13,9498,601.5,244.9,0,0,1.9,1.1,4.5,1.8,0.0,0.1,0.1,2.1,0.7,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,107.8,99.99,100.0,98.45,99.2,100.0,65.38,97.45,10.79,6.91,96.88,0.0,82.83,96.88,4.84,0.0,0,40,D,90,A
14,9499,586.5,244.7,0,0,4.5,1.3,5.4,2.3,0.0,0.1,0.1,2.7,0.7,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,14,102.1,99.99,100.0,99.28,99.62,100.0,51.85,98.14,9.07,6.92,0.0,0.0,82.87,96.88,5.66,0.0,0,43,D,86,B
15,9500,1123.1,253.2,0,0,1.9,1.5,6.7,2.0,0.1,0.1,0.1,3.6,1.1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,103.7,99.99,100.0,94.96,95.95,100.0,91.4,94.58,8.84,6.68,91.67,0.0,80.11,95.83,16.81,100.0,0,46,D,91,A
16,9501,1315.2,259.6,0,0,4.5,2.1,8.6,2.6,0.3,0.1,0.1,4.6,1.4,1.0676984126984126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,13,98.5,99.99,100.0,90.83,89.93,100.0,80.24,86.53,6.63,6.75,0.0,0.0,78.47,93.65,31.94,0.0,0,46,D,85,B
17,9502,4178.7,374.2,0,0,2.0,5.2,17.8,4.5,2.4,0.1,0.1,10.0,3.9,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,93.5,99.99,100.0,81.69,46.41,99.98,87.41,58.87,2.66,10.29,80.56,0.0,70.36,4.17,77.19,58.06,0,58,C,90,A
18,9503,4869.9,314.5,0,0,2.0,4.3,22.4,3.3,1.0,0.1,0.1,12.7,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8,83.7,99.99,100.0,87.61,71.21,100.0,83.51,79.12,3.36,5.54,88.0,0.0,65.09,88.0,39.13,83.33,0,58,C,90,A
19,9504,923.9,252.7,0,0,1.9,1.6,5.8,2.1,0.2,0.1,0.1,2.8,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10,101.9,99.99,100.0,90.74,91.96,100.0,77.17,88.2,8.27,6.81,95.38,0.0,80.54,95.38,31.45,100.0,0,44,D,91,A
20,9505,660.9,249.0,0,0,4.6,1.4,5.8,2.4,0.0,0.1,0.1,3.0,0.8,1.0676984126984126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,13,101.3,99.99,100.0,97.04,98.03,100.0,84.62,95.82,8.59,6.82,0.0,0.0,81.5,98.31,12.57,100.0,0,41,D,85,B
21,9506,11602.1,3199.4,0,0,3.7,1.5,4.7,6.0,0.4,0.3,0.1,21.2,0.9,2.0,0,0.0,0.0,0.0,0.0,0.01,0.01,0,0,8,75.2,99.96,100.0,93.68,93.4,100.0,77.26,93.94,46.11,82.43,75.77,0.0,65.84,49.03,2.41,100.0,0,56,C,89,B
22,9507,1115.5,3372.4,0,0,5.3,1.8,5.5,3.3,0.1,0.3,0.1,4.0,0.8,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,13,90.6,100.0,100.0,95.62,96.04,100.0,98.04,73.48,69.55,93.51,20.0,0.0,88.82,1.54,1.26,0.0,0,49,D,85,B
23,9508,731.1,247.0,0,0,1.9,1.1,4.2,1.9,0.0,0.1,0.1,2.2,0.7,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,108.1,99.99,100.0,96.59,98.03,100.0,65.0,97.09,10.78,6.96,98.36,0.0,83.49,98.36,4.68,100.0,0,40,D,89,B
24,9509,647.0,248.9,0,0,2.0,1.1,5.0,2.1,0.0,0.1,0.1,2.4,0.8,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12,108.3,99.99,100.0,96.6,97.96,100.0,63.01,96.9,9.79,6.79,96.97,0.0,81.47,96.97,5.05,100.0,0,43,D,89,B
25,9510,616.2,247.0,0,0,4.4,1.3,5.4,2.3,0.0,0.1,0.1,2.9,0.7,1.0676984126984126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,13,104.6,99.99,100.0,97.38,98.05,100.0,68.42,96.09,8.54,6.84,96.97,0.0,82.12,96.97,5.34,0.0,0,41,D,85,B
26,9511,6791.5,479.8,0,0,7.8,2.8,4.5,18.7,1.2,0.1,0.1,30.2,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,82.8,99.85,100.0,96.88,93.49,99.99,90.69,-24.73,300.22,43.22,94.02,0.0,42.97,57.96,39.15,0.0,0,60,C,91,A
27,9512,900.9,248.1,0,0,1.9,1.2,4.5,2.0,0.0,0.1,0.1,2.6,0.7,1.0676984126984126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,106.4,99.99,100.0,95.37,98.21,100.0,59.62,97.7,10.51,6.81,62.35,0.0,81.76,62.35,4.89,0.0,0,38,D,90,B
